X,         Y      ,Time,Street,        Offense,Date     ,Tract,Lat,Long
1341790.155,411339.012,32879,200 FORBES AV,ROBBERY,1/6/90,20100,40.44055933,-80.00181837
1352716.503,411605.203,32879,3500 TERRACE ST,ROBBERY,1/6/90,40200,40.44204782,-79.96259966
1371474.338,411687.2152,32879,425 EAST END AV,AGGRAVATED ASSAULT,1/6/90,140600,40.44354317,-79.89523412
1341258.546,414017.4572,32879,100 FEDERAL ST,ROBBERY,1/6/90,220500,40.44787203,-80.00397323
1353369.919,414845.9892,32879,833 SHAWNEE ST,ROBBERY,1/6/90,50600,40.45098588,-79.96054424
1371835.513,415572.1066,32879,7331 HAMILTON AV,AGGRAVATED ASSAULT,1/6/90,130300,40.4542281,-79.89427573
1346750.042,415893.5361,32879,1 TWENTY-FIRST ST,ROBBERY,1/6/90,20300,40.45340322,-79.9844187
1355917.466,419200.0024,32879,4500 LIBERTY AV,AGGRAVATED ASSAULT,1/6/90,80200,40.46310855,-79.95178315
1366375.436,419909.9727,32879,512 LARIMER AV,ROBBERY,1/6/90,120400,40.46576637,-79.91427215
1370725.814,423718.5169,32879,7150 HIGHLAND DR,ROBBERY,1/6/90,120100,40.47650923,-79.89897443
1360704.412,428512.5181,32879,6200 BUTLER ST,AGGRAVATED ASSAULT,1/6/90,101800,40.48898968,-79.9354128
1348680.281,412830.3652,32880,2100 CENTRE AV,AGGRAVATED ASSAULT,1/7/90,50100,40.44513135,-79.97720727
1342458.199,416230.5508,32880,537 E OHIO ST,ROBBERY,1/7/90,230400,40.45402894,-79.99986674
1366763.482,418179.6586,32880,323 LINCOLN AV,ROBBERY,1/7/90,120800,40.4610442,-79.91272564
1363871.159,419915.0006,32880,6000 RODMAN ST,ROBBERY,1/7/90,111500,40.46561136,-79.92327033
1341906.73,423788.6175,32880,200 PENFORT ST,ROBBERY,1/7/90,260900,40.4747304,-80.00254042
1336665.254,402928.8166,32881,590 CRANE AV,ROBBERY,1/8/90,191600,40.41712081,-80.01944808
1341193.376,408418.6331,32881,100 W CARSON ST,ROBBERY,1/8/90,192100,40.43250372,-80.00369399
1373761.365,413784.9999,32881,500 ROSEDALE ST,ROBBERY,1/8/90,130400,40.44945208,-79.88720197
1348167.911,416217.5595,32881,2516 PENN AV,AGGRAVATED ASSAULT,1/8/90,20300,40.45439073,-79.97935478
1363279.887,417586.62,32881,211 S HIGHLAND AV,ROBBERY,1/8/90,70800,40.45918197,-79.92518863
1363840.763,418748.177,32881,6100 BROAD ST,AGGRAVATED ASSAULT,1/8/90,111500,40.46240737,-79.92327635
1358396.452,419830.3985,32881,5100 PENN AV,ROBBERY,1/8/90,80900,40.46500774,-79.94293294
1335124.013,401439.0872,32882,1500 BEECHVIEW AV,ROBBERY,1/9/90,191600,40.41292401,-80.02484372
1347675.822,410464.9215,32882,100 DINWIDDIE ST,RAPE,1/9/90,30500,40.4385707,-79.98060042
1353409.166,410586.0196,32882,3440 FORBES AV,ROBBERY,1/9/90,40500,40.43929865,-79.96002024
1364675.593,416119.4243,32882,400 DENNISTON AV,ROBBERY,1/9/90,70800,40.45525,-79.92004487
1341869.054,416653.8026,32882,906 CEDAR AV,RAPE,1/9/90,230400,40.45514917,-80.00202187
1364134.57,417889.5501,32882,226 SHADY AV,ROBBERY,1/9/90,70800,40.460071,-79.92214487
1358396.452,419830.3985,32882,5100 PENN AV,AGGRAVATED ASSAULT,1/9/90,80900,40.46500774,-79.94293294
1366113.28,408075.9263,32883,2331 BEECHWOOD BL,ROBBERY,1/10/90,140800,40.43327412,-79.91417188
1355044.97,408903.8334,32883,3400 WARD ST,ROBBERY,1/10/90,40600,40.4347947,-79.95399443
1336594.317,409028.4429,32883,319 ONEIDA ST,ROBBERY,1/10/90,191100,40.43385377,-80.02026586
1351341.718,410356.3329,32883,200 BURROWS ST,ROBBERY,1/10/90,40200,40.43852611,-79.96742474
1353641.557,410779.9931,32883,3500 FORBES AV,ROBBERY,1/10/90,40500,40.4398469,-79.95920304
1356552.871,412890.5355,32883,300 S CRAIG ST,ROBBERY,1/10/90,40400,40.44583796,-79.94893572
1357007.371,413791.6362,32883,4708 ELLSWORTH AV,ROBBERY,1/10/90,70900,40.44834176,-79.94738377
1342355.012,415582.8185,32883,420 PRESSLEY ST,AGGRAVATED ASSAULT,1/10/90,230400,40.45224428,-80.00017812
1342355.012,415582.8185,32883,420 PRESSLEY ST,MURDER/MANSLAUGHTER,1/10/90,230400,40.45224428,-80.00017812
1372840.249,415612.711,32883,7600 KELLY ST,AGGRAVATED ASSAULT,1/10/90,130400,40.45440643,-79.89066989
1361206.946,416023.7661,32883,5700 ELLSWORTH AV,ROBBERY,1/10/90,70500,40.45475289,-79.93249706
1338421.37,416404.796,32883,800 W NORTH AV,ROBBERY,1/10/90,220600,40.4542239,-80.014384
1340911.821,416924.222,32883,100 E NORTH AV,ROBBERY,1/10/90,220600,40.45582418,-80.00548535
1344511.147,417482.8988,32883,904 VINIAL ST,ROBBERY,1/10/90,240600,40.45760883,-79.99260631
1364571.257,405078.5863,32884,6415 MONITOR ST,ROBBERY,1/11/90,141400,40.42494505,-79.91944514
1362935.4,409488.6018,32884,5705 DARLINGTON RD,ROBBERY,1/11/90,141300,40.43693642,-79.92570933
1348694.188,410329.8069,32884,2020 FIFTH AV,RAPE,1/11/90,10300,40.43827047,-79.97693078
1344133.72,410824.8955,32884,700 FIFTH AV,ROBBERY,1/11/90,10300,40.43931225,-79.99335447
1369630.503,416273.9372,32884,7000 HAMILTON AV,AGGRAVATED ASSAULT,1/11/90,130300,40.45600682,-79.90225836
1334846.48,417140.621,32884,1424 N FRANKLIN ST,ROBBERY,1/11/90,210700,40.45599076,-80.02729398
1340420.948,418135.6784,32884,10 HENDERSON ST,ROBBERY,1/11/90,250300,40.4591141,-80.00736
1360169.856,418619.0956,32884,300 S GRAHAM ST,ROBBERY,1/11/90,80600,40.46180444,-79.93645352
1359862.521,421649.8529,32884,5300 CORNWALL ST,AGGRAVATED ASSAULT,1/11/90,101600,40.47010038,-79.9378275
1363057.276,422147.2438,32884,800 N NEGLEY AV,ROBBERY,1/11/90,110200,40.47168196,-79.92639225
1345165.498,405058.8807,32885,1125 ARLINGTON AV,ROBBERY,1/12/90,180300,40.4235615,-79.9891237
1325022.399,406669.2052,32885,2530 NOBLESTOWN RD,ROBBERY,1/12/90,281200,40.4265559,-80.06159999
1348246.347,407544.4022,32885,1916 WHARTON SQ,ROBBERY,1/12/90,170200,40.43059596,-79.9782867
1351054.138,410512.1081,32885,236 BURROWS ST,ROBBERY,1/12/90,40200,40.43893376,-79.96847163
1357178.506,413389.0863,32885,4721 FIFTH AV,ROBBERY,1/12/90,70900,40.44724879,-79.94673308
1376456.558,414038.7912,32885,1722 MAPLEWOOD AV,ROBBERY,1/12/90,130600,40.45032716,-79.87754247
1375232.36,415240.3088,32885,559 SINGER PL,AGGRAVATED ASSAULT,1/12/90,130600,40.45354332,-79.88204421
1336344.3,415396.2422,32885,1200 WESTERN AV,ROBBERY,1/12/90,210700,40.45130993,-80.02175209
1371067.401,416204.8961,32885,7200 KELLY ST,AGGRAVATED ASSAULT,1/12/90,130300,40.45591336,-79.89709034
1360137.56,418036.8522,32885,373 S GRAHAM ST,ROBBERY,1/12/90,80700,40.46020449,-79.93651775
1359156.844,418756.681,32885,5218 FRIENDSHIP AV,ROBBERY,1/12/90,80600,40.4621131,-79.94010525
1365541.217,419444.5301,32885,6290 AUBURN ST,AGGRAVATED ASSAULT,1/12/90,120800,40.46443297,-79.91722841
1365541.217,419444.5301,32885,6290 AUBURN ST,ROBBERY,1/12/90,120800,40.46443297,-79.91722841
1343937.27,400422.2472,32886,304 SUNCREST ST,ROBBERY,1/13/90,300100,40.41075245,-79.99311084
1340498.267,406463.791,32886,19 BOGGS AV,ROBBERY,1/13/90,191500,40.42709071,-80.00601081
1341193.376,408418.6331,32886,100 W CARSON ST,RAPE,1/13/90,192100,40.43250372,-80.00369399
1356015.273,414624.5275,32886,230 N CRAIG ST,ROBBERY,1/13/90,50700,40.45055952,-79.95102196
1351919.487,416485.0842,32886,900 HERRON AV,ROBBERY,1/13/90,50600,40.455384,-79.96590213
1366308.05,418199.0485,32886,6481 FRANKSTOWN AV,ROBBERY,1/13/90,120800,40.46106678,-79.91436358
1352167.474,418788.1581,32886,3400 LIBERTY AV,ROBBERY,1/13/90,60300,40.461721,-79.96521885
1340358.516,418063.7574,32887,1 ALPINE ST,AGGRAVATED ASSAULT,1/14/90,250300,40.45891236,-80.00757768
1351183.029,410482.0054,32888,211 BURROWS ST,AGGRAVATED ASSAULT,1/15/90,51000,40.43886004,-79.968006
1346775.118,410574.5466,32888,1600 FIFTH AV,AGGRAVATED ASSAULT,1/15/90,10300,40.43880904,-79.98384521
1346775.118,410574.5466,32888,1600 FIFTH AV,ROBBERY,1/15/90,10300,40.43880904,-79.98384521
1375199.387,415958.6475,32888,8100 FRANKSTOWN AV,AGGRAVATED ASSAULT,1/15/90,130600,40.45551239,-79.88222498
1342709.971,416295.7223,32888,609 E OHIO ST,ROBBERY,1/15/90,230400,40.45422538,-79.99896828
1341087.095,417642.7939,32888,1400 SANDUSKY ST,AGGRAVATED ASSAULT,1/15/90,220600,40.45780829,-80.00492164
1370004.246,420807.4845,32888,6628 BRAINARD ST,AGGRAVATED ASSAULT,1/15/90,120300,40.46847265,-79.90131253
1355089.881,420937.5121,32888,422 FORTY-FOURTH ST,ROBBERY,1/15/90,90200,40.46781983,-79.95491236
1347066.867,411887.4549,32889,1800 CENTRE AV,AGGRAVATED ASSAULT,1/16/90,30500,40.44243206,-79.98291665
1347066.867,411887.4549,32889,1800 CENTRE AV,ROBBERY,1/16/90,30500,40.44243206,-79.98291665
1355799.792,413225.4539,32889,101 N BELLEFIELD AV,ROBBERY,1/16/90,40400,40.44670552,-79.95167067
1367578.162,415587.9998,32889,128 N LINDEN AV,ROBBERY,1/16/90,140500,40.45398697,-79.90957099
1364246.604,416473.5759,32889,6334 WALNUT ST,ROBBERY,1/16/90,70800,40.45619291,-79.92161726
1357878.729,418527.4065,32889,357 GROSS ST,ROBBERY,1/16/90,80900,40.46139685,-79.94467669
1365928.858,421434.4674,32889,6345 GLENVIEW PL,ROBBERY,1/16/90,110600,40.46991977,-79.91601106
1337604.193,429318.4095,32889,3900 PERRYSVILLE AV,ROBBERY,1/16/90,260200,40.48960229,-80.01851137
1338569.087,405039.0892,32890,5 PENELOPE ST,RAPE,1/17/90,191400,40.4230457,-80.01280699
1352559.371,410320.7755,32890,3335 FIFTH AV,AGGRAVATED ASSAULT,1/17/90,40200,40.43851237,-79.9630484
1328031.491,414080.5063,32890,1400 CRUCIBLE ST,ROBBERY,1/17/90,281400,40.44710868,-80.05148886
1364383.259,423416.6316,32890,1142 N ST CLAIR ST,ROBBERY,1/17/90,110200,40.47525495,-79.92173984
1344459.58,399626.2422,32891,748 BROWNSVILLE RD,ROBBERY,1/18/90,300100,40.40860451,-79.99116324
1354141.381,411314.4765,32891,3707 FORBES AV,ROBBERY,1/18/90,40500,40.4413479,-79.9574559
1338942.298,416534.4793,32891,600 W NORTH AV,ROBBERY,1/18/90,220600,40.45461641,-80.01252464
1335251.529,417165.3565,32891,1325 N FRANKLIN ST,ROBBERY,1/18/90,210700,40.45608729,-80.02584121
1363299.617,417978.1419,32891,141 S HIGHLAND AV,ROBBERY,1/18/90,70800,40.4602577,-79.9251524
1367127.196,420310.8344,32891,701 LARIMER AV,AGGRAVATED ASSAULT,1/18/90,120400,40.46691693,-79.91160637
1363168.621,420427.2711,32891,5800 EAST LIBERTY BL,AGGRAVATED ASSAULT,1/18/90,111500,40.46696963,-79.92583986
1331014.409,426377.3679,32891,3633 CALIFORNIA AV,ROBBERY,1/18/90,270100,40.48106489,-80.04192127
1331581.794,404098.1869,32892,399 OAKVILLE DR,ROBBERY,1/19/90,202300,40.41996967,-80.0378077
1342937.569,404117.0482,32892,600 INDUSTRY ST,AGGRAVATED ASSAULT,1/19/90,180300,40.42082168,-79.99703728
1342937.569,404117.0482,32892,600 INDUSTRY ST,ROBBERY,1/19/90,180300,40.42082168,-79.99703728
1348725.144,411901.3076,32892,2152 ELMORE SQ,AGGRAVATED ASSAULT,1/19/90,51100,40.44258501,-79.97696196
1371499.821,413093.4957,32892,7600 PENN AV,ROBBERY,1/19/90,140600,40.44740396,-79.89526531
1371394.364,415409.8951,32892,7326 TIOGA ST,RAPE,1/19/90,130300,40.45375355,-79.89584633
1372924.072,415958.3166,32892,800 N BRADDOCK AV,ROBBERY,1/19/90,130400,40.45536041,-79.89039886
1342258.298,416477.0205,32892,800 JAMES ST,ROBBERY,1/19/90,230400,40.4546913,-80.00060741
1340180.271,407399.9951,32893,300 SHILOH ST,ROBBERY,1/20/90,191400,40.42963745,-80.00723862
1356585.382,413377.7677,32893,100 N CRAIG ST,ROBBERY,1/20/90,40400,40.44717721,-79.94886253
1337793.588,415539.9243,32893,900 MAOLIS WY,AGGRAVATED ASSAULT,1/20/90,220100,40.45180641,-80.01655939
1337793.588,415539.9243,32893,900 MAOLIS WY,ROBBERY,1/20/90,220100,40.45180641,-80.01655939
1372305.537,415576.782,32893,7508 FORMOSA WY,RAPE,1/20/90,130300,40.45427224,-79.89258764
1340562.248,417004.5744,32893,1200 FEDERAL ST,ROBBERY,1/20/90,220600,40.45602016,-80.00674851
1373200.078,421483.9266,32893,1685 BROADHEAD ST,AGGRAVATED ASSAULT,1/20/90,120200,40.47054204,-79.88988842
1371091.998,427874.6529,32893,800 FREEPORT RD,MURDER/MANSLAUGHTER,1/20/90,120100,40.4879388,-79.89802188
1347565.044,393695.3613,32894,2373 HOPELAND ST,RAPE,1/21/90,290400,40.39254512,-79.97947749
1348620.194,399599.7489,32894,725 CRESSWELL AV,ROBBERY,1/21/90,160600,40.40882066,-79.97622487
1373633.389,414194.3643,32894,500 CORA ST,ROBBERY,1/21/90,130400,40.45056696,-79.88769727
1353819.278,415108.7281,32894,3216 CAMP ST,AGGRAVATED ASSAULT,1/21/90,50600,40.45173773,-79.9589537
1351919.487,416485.0842,32894,900 HERRON AV,ROBBERY,1/21/90,50600,40.455384,-79.96590213
1367127.196,420310.8344,32894,701 LARIMER AV,AGGRAVATED ASSAULT,1/21/90,120400,40.46691693,-79.91160637
1348700.401,414201.2632,32895,2217 BEDFORD ST,AGGRAVATED ASSAULT,1/22/90,50900,40.44889465,-79.97725921
1348700.401,414201.2632,32895,2217 BEDFORD ST,AGGRAVATED ASSAULT,1/22/90,50900,40.44889465,-79.97725921
1348700.401,414201.2632,32895,2217 BEDFORD ST,ROBBERY,1/22/90,50900,40.44889465,-79.97725921
1363407.267,417048.1087,32895,6100 ALDER ST,ROBBERY,1/22/90,70600,40.45771282,-79.92468336
1362539.612,422462.8158,32895,5511 STANTON AV,ROBBERY,1/22/90,110200,40.47251291,-79.92828032
1362108.595,422660.1837,32895,5429 STANTON AV,AGGRAVATED ASSAULT,1/22/90,101400,40.47302532,-79.92984661
1351590.613,410511.002,32896,145 BURROWS ST,ROBBERY,1/23/90,51000,40.43896769,-79.96654479
1351628.017,410839.9492,32896,100 BURROWS ST,ROBBERY,1/23/90,40200,40.43987295,-79.96644011
1371163.027,416530.0007,32896,7200 BENNETT ST,ROBBERY,1/23/90,130300,40.45681189,-79.8967752
1366150.804,418511.5754,32896,200 PAULSON AV,ROBBERY,1/23/90,120800,40.46191383,-79.91495605
1344223.94,420744.2696,32896,1139 BUENTE ST,AGGRAVATED ASSAULT,1/23/90,262000,40.46653834,-79.99393585
1348510.077,402260.3546,32897,2130 JONQUIL ST,AGGRAVATED ASSAULT,1/24/90,160300,40.4161141,-79.97686107
1345165.498,405058.8807,32897,1125 ARLINGTON AV,ROBBERY,1/24/90,180300,40.4235615,-79.9891237
1352854.5,410570.9141,32897,100 HALKET ST,ROBBERY,1/24/90,40900,40.43921908,-79.96201096
1342270.924,412725.272,32897,137 SEVENTH ST,ROBBERY,1/24/90,20100,40.444397,-80.00021857
1356585.382,413377.7677,32897,100 N CRAIG ST,ROBBERY,1/24/90,40400,40.44717721,-79.94886253
1347003.564,413675.5642,32897,1899 CLIFF ST,ROBBERY,1/24/90,30500,40.44733445,-79.98330646
1348433.63,414145.2214,32897,811 WHITESIDE RD,AGGRAVATED ASSAULT,1/24/90,50900,40.44872239,-79.97821237
1340606.71,414947.3058,32897,1 S COMMONS ST,AGGRAVATED ASSAULT,1/24/90,220400,40.45037794,-80.00639992
1340606.71,414947.3058,32897,1 S COMMONS ST,ROBBERY,1/24/90,220400,40.45037794,-80.00639992
1372265.065,415588.9992,32897,7500 FORMOSA WY,ROBBERY,1/24/90,130300,40.45430307,-79.8927341
1320975.515,415677.8758,32897,200 VILLAGE RD,RAPE,1/24/90,280800,40.45098444,-80.07698367
1372783.245,417213.325,32897,7400 MONTICELLO ST,AGGRAVATED ASSAULT,1/24/90,130200,40.45879501,-79.8910141
1361449.082,418642.0764,32897,200 S NEGLEY AV,ROBBERY,1/24/90,80700,40.46195434,-79.93185966
1344223.94,420744.2696,32897,1139 BUENTE ST,AGGRAVATED ASSAULT,1/24/90,262000,40.46653834,-79.99393585
1347675.822,410464.9215,32898,100 DINWIDDIE ST,ROBBERY,1/25/90,30500,40.4385707,-79.98060042
1358205.688,412438.5393,32898,5000 FORBES AV,ROBBERY,1/25/90,140100,40.44471042,-79.94295871
1376482.12,416635.4547,32898,8400 FRANKSTOWN AV,ROBBERY,1/25/90,130600,40.4574546,-79.87767542
1339911.543,418006.9517,32898,108 ALPINE ST,ROBBERY,1/25/90,250300,40.45872511,-80.0091782
1368078.842,418467.9674,32898,600 LINCOLN AV,ROBBERY,1/25/90,120800,40.46192368,-79.90802525
1327518.767,419573.0563,32898,300 TABOR ST,ROBBERY,1/25/90,201700,40.46214386,-80.05384525
1371316.24,412406.2091,32899,7600 BRASHEAR ST,ROBBERY,1/26/90,140600,40.44550568,-79.89586474
1342314.159,412408.5524,32899,200 SEVENTH ST,ROBBERY,1/26/90,20100,40.44353092,-80.00003429
1341218.443,414224.1291,32899,200 FEDERAL ST,ROBBERY,1/26/90,220500,40.44843635,-80.00413623
1340606.71,414947.3058,32899,1 S COMMONS ST,ROBBERY,1/26/90,220400,40.45037794,-80.00639992
1371420.864,415685.5953,32899,7300 HAMILTON AV,ROBBERY,1/26/90,130300,40.45451189,-79.8957752
1367217.212,416033.3542,32899,6724 THOMAS BL,RAPE,1/26/90,140500,40.45518487,-79.9109068
1338942.298,416534.4793,32899,600 W NORTH AV,ROBBERY,1/26/90,220600,40.45461641,-80.01252464
1363840.763,418748.177,32899,6100 BROAD ST,RAPE,1/26/90,111500,40.46240737,-79.92327635
1357754.83,419956.6672,32899,4900 PENN AV,ROBBERY,1/26/90,80900,40.46531049,-79.94524949
1346958.711,407451.2231,32900,1 FIFTEENTH ST,AGGRAVATED ASSAULT,1/27/90,170200,40.430251,-79.98290216
1346274.612,411503.956,32900,1500 CENTRE AV,ROBBERY,1/27/90,30500,40.44132468,-79.98572727
1358852.855,416243.1718,32900,5230 CENTRE AV,AGGRAVATED ASSAULT,1/27/90,70900,40.45519497,-79.94097331
1363840.763,418748.177,32900,6100 BROAD ST,ROBBERY,1/27/90,111500,40.46240737,-79.92327635
1343778.074,390559.8916,32901,717 MAYTIDE ST,RAPE,1/28/90,320400,40.38367776,-79.99278299
1348866.626,402654.703,32901,2200 ARLINGTON AV,ROBBERY,1/28/90,160300,40.41722092,-79.97561666
1346133.263,410445.8672,32901,1400 WATSON ST,ROBBERY,1/28/90,10300,40.43841134,-79.98613869
1343322.346,412284.6672,32901,700 SMITHFIELD ST,ROBBERY,1/28/90,20100,40.44326141,-79.99640188
1342314.159,412408.5524,32901,200 SEVENTH ST,ROBBERY,1/28/90,20100,40.44353092,-80.00003429
1338715.819,415189.4312,32901,700 BRIGHTON RD,AGGRAVATED ASSAULT,1/28/90,220100,40.45090955,-80.01321436
1372762.225,416422.9529,32901,7449 FRANKSTOWN AV,RAPE,1/28/90,130200,40.45662469,-79.89102076
1358940.788,416958.9881,32901,5176 LIBERTY AV,ROBBERY,1/28/90,80400,40.45716527,-79.94072123
1360004.204,417028.7618,32901,5500 BAUM BL,AGGRAVATED ASSAULT,1/28/90,80700,40.45742908,-79.93690714
1363792.96,409860.9435,32902,5800 FORBES AV,ROBBERY,1/29/90,140800,40.43801614,-79.92266239
1340562.248,417004.5744,32902,1200 FEDERAL ST,ROBBERY,1/29/90,220600,40.45602016,-80.00674851
1364077.01,417227.1635,32902,265 SHADY AV,AGGRAVATED ASSAULT,1/29/90,70800,40.45824942,-79.92229312
1342956.589,412328.0648,32903,801 LIBERTY AV,AGGRAVATED ASSAULT,1/30/90,20100,40.44335495,-79.99771952
1371688.271,413038.1647,32903,7701 PENN AV,ROBBERY,1/30/90,140500,40.44726469,-79.89458357
1373633.389,414194.3643,32903,500 CORA ST,ROBBERY,1/30/90,130400,40.45056696,-79.88769727
1372589.871,414948.5923,32903,537 N BRADDOCK AV,ROBBERY,1/30/90,130300,40.4525673,-79.89151147
1369079.8,416880.8084,32903,708 N DALLAS AV,ROBBERY,1/30/90,120700,40.45763533,-79.90428992
1357716.271,400325.8495,32904,4800 CHATSWORTH ST,ROBBERY,1/31/90,151500,40.41143795,-79.94363568
1365011.408,408225.7558,32904,6300 DOUGLAS ST,ROBBERY,1/31/90,140800,40.4336111,-79.91814215
1352716.503,411605.203,32904,3500 TERRACE ST,ROBBERY,1/31/90,40200,40.44204782,-79.96259966
1345721.909,412709.4472,32904,107 CRAWFORD ST,ROBBERY,1/31/90,30500,40.44459426,-79.98782208
1340606.71,414947.3058,32904,1 S COMMONS ST,AGGRAVATED ASSAULT,1/31/90,220400,40.45037794,-80.00639992
1361259.709,418195.5139,32904,5700 FRIENDSHIP AV,ROBBERY,1/31/90,111500,40.46071607,-79.93250036
1361100.911,419465.3026,32904,5482 PENN AV,ROBBERY,1/31/90,80700,40.46418978,-79.93318367
1354200.07,411645.4847,32905,119 OAKLAND AV,ROBBERY,2/1/90,40500,40.44226026,-79.95727483
1343569.715,412131.1889,32905,700 WILLIAM PENN PL,ROBBERY,2/1/90,20100,40.44285751,-79.99549939
